"","Independence Day","The Patriot","The Day After Tomorrow","Pirates of the Caribbean: The Curse of the Black Pearl","Pretty Woman","Forrest Gump","The Green Mile","Con Air","Twister","Sweet Home Alabama","Pearl Harbor","Armageddon","The Rock","What Women Want","Bruce Almighty","Oceans Eleven","The Bourne Identity","The Italian Job","I Robot","American Beauty","How to Lose a Guy in 10 Days","Lethal Weapon 4","Shrek 2","Lost in Translation","Top Gun","Pulp Fiction","Gone in 60 Seconds","The Sixth Sense","Lord of the Rings: The Two Towers","Men of Honor","Gladiator","Lord of the Rings: The Fellowship of the Ring","Sister Act","Double Jeopardy","Two Weeks Notice","Troy","The Royal Tenenbaums","National Treasure","50 First Dates","Indiana Jones and the Last Crusade","My Big Fat Greek Wedding","Mystic River","Titanic","Dirty Dancing","Catch Me If You Can","Finding Nemo (Widescreen)","The Matrix","Kill Bill: Vol. 1","The Wedding Planner","The Shawshank Redemption Special Edition","The Last Samurai","John Q","Swordfish","The Bourne Supremacy","The Terminal","Men in Black II","Spider-Man 2","Braveheart","Men in Black","Ghost","Air Force One","Lord of the Rings: The Return of the King","Man on Fire","The Incredibles","Mr Deeds","Collateral","Spider-Man","Saving Private Ryan","Erin Brockovich","Monsters Inc.","Shrek (Full-screen)","The Silence of the Lambs","Memento","Tomb Raider","Ferris Buellers Day Off","Maid in Manhattan","Entrapment","Meet the Parents","Dodgeball A True Underdog Story","Rain Man","Patch Adams","Big Fish","Fight Club","S.W.A.T.","Good Will Hunting","A Few Good Men","Enemy of the State","The Generals Daughter","Minority Report","Somethings Gotta Give","Raiders of the Lost Ark","Anger Management","Sideways","Kill Bill: Vol. 2","American Pie","The Fast and the Furious","The School of Rock","Napoleon Dynamite","The Notebook"
"889",4,4,2,4,4,4,3,4,4,3,5,4,4,4,1,4,4,4,4,3.86666666666667,3,4,5,3.72727272727273,4,3.68,4,3,5,3,4,5,3,2,4,4.07692307692308,2.75,4,4,3,4,3.86666666666667,5,3,4,4,3,3.68,4,4,3,4,3.33333333333333,4,4,3,4,4,4,4,4,5,3,4,3,3.33333333333333,4,3.68,4,4,4,3,3.33333333333333,4,3,4,4,3,2.75,4,4,3,3.68,3,4,4,4,3,4,4,4,3,3.86666666666667,3.68,2.75,2,3,3,4
"890",3,2,3,4,4,4,3,3,3,3,3,5,3,2,3,2,3,4,3,5,2,3.33333333333333,4,3,5,4,3.33333333333333,5,2,3,3.33333333333333,3,1,2,2,4,1,3,4,3,2,4,4,3,4,2,4,3,2,4,4,3,4,4,3,2,4,3,3,3,3,3,3,3,1,3,2,4,5,2,3,4,1,2,2.33333333333333,2,2.75,4,3,3,3,3,4,2,4,4,3,2,2,4,3,2,3,3,2.33333333333333,3,3,3,3.58823529411765
"891",4,4,4,5,5,3,3,4,3,5,5,5,5,4,3,5,5,5,5,4.25,5,3,5,4.90909090909091,5,4.5,5,5,5,4.25,4,5,5,3,5,4,1,4.5,5,4.5,5,4.25,5,5,3,5,4.5,5,5,4.25,4.5,4.16666666666667,4,5,4,3,5,4.25,5,3,4.16666666666667,4.5,4.5,4,4,3,5,4,5,5,5,4.16666666666667,5,5,5,5,5,3.5,2,3,5,4.25,5,3,5,5,4.5,5,4.5,5,4.5,3,5,5,4,5,4,4,5
"892",4,5,4,5,3,5,4,2,4,3,4,5,4,3,4,4,4,4,3,4,4,4,5,3,4,3,3,4,5,4,5,5,3,3,2,4,4,3,4,4,4,3,5,2,4,4,5,4,3,5,5,3,4,5,4,2,5,5,4,3,4,5,3,5,4,3,4,5,4,3,5,4,3,4,4,3,3,4,3,3,5,4,4,4,5,4,4,4,4,3,5,3,3,4,4,2,3,4,5
"893",4,4,4,3,4,4,4,3,4,5,4,4,4,3,4,5,4,4,4,2,4,4,4,3.54545454545455,4,3,3,4,4,3.42857142857143,3,4,2.875,4,3,4,2,3.53846153846154,4,4,4,5,4,3,3,5,3,3,3,3.42857142857143,3,3,3,4,3,4,4,4,3,2,3,4,4,4,3,4,3,4,4,4,4,3.14285714285714,1,3,2.875,3,4,4,2,4,3,2,3.58620689655172,3,4,3.42857142857143,3,3.14285714285714,3,3,3,2,3,2,3,3,3,2.875,3.42857142857143
"894",5,5,5,5,5,4,4,4,5,5,3,4,4,4,5,2,2,3,4,5,5,4,5,3,4,4,3,5,5,3,3,5,4,3,5,1,2,5,4,5,5,3,3,5,4,4,3,3,5,5,3,3,3.42857142857143,3.39285714285714,5,2,5,4,4,5,4,5,2,5,1,4,4,3,4,3,3,3.42857142857143,4,3,4,5,2,4,3,4,4,4,3.39285714285714,3,4,4,3,4,1,5,5,4,5,4,2,1,4,2,5
"895",3,4,3,4,4,4,5,4,3,3,4,4,4,3,5,4,3,4,3,4,3,4,5,2,4,3.66666666666667,4,5,2,3.64285714285714,5,4,3,3.42857142857143,3,4,1,5,3,4,4,3,4,3,4,3,5,3.66666666666667,2,5,1,3,3,3,3,3.58333333333333,4,4,3,4,4,1,3,4,2,2,4,4,3.64285714285714,5,5,4,3.42857142857143,3.58333333333333,5,2,4,3,3,3,3.64285714285714,4,3.66666666666667,3.66666666666667,3,3.64285714285714,4,4,3,4,4,3,1,3.66666666666667,3,3.66666666666667,2,3,4
"896",4,5,5,5,4,5,5,4,5,3,4,3,4,3,4,4,4,3,4,5,3,4,5,3.55555555555556,4,5,4,5,5,4,5,5,3,4,3,4,4.1,4,5,5,3.55555555555556,5,4,4,4,5,5,5,3,5,5,4,4,4,4,3,5,5,4,4,4,5,5,5,3,4,4,5,4,5,5,5,4,4,5,3.55555555555556,3,4,5,4,5,4.5,4,4,4,5,4,4,3,4,5,4,4.5,5,5,4,4,4,4
"897",5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,4.57894736842105,4.57894736842105,4.57894736842105,4.57894736842105,4.72727272727273,4,4,5,4.125,5,4,5,5,4.75,5,5,4.75,3,5,4.125,5,4.16666666666667,4.75,4,5,4.125,4.72727272727273,5,4,4.75,5,5,3,4,5,4.57894736842105,4.8,5,4.57894736842105,4.72727272727273,5,4.75,5,4,4,5,4.75,4,5,4,4.8,5,4.57894736842105,4,5,5,4,4.8,5,4.16666666666667,4.125,5,5,4.16666666666667,4,4.72727272727273,4.72727272727273,4.57894736842105,4.57894736842105,4.72727272727273,5,4.57894736842105,4.8,4.57894736842105,4,5,5,4.72727272727273,4,4,5,4.16666666666667,4.16666666666667,5
"898",4,2,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,5,3,5,3,5,4,5,4.4375,5,4,5,4,5,4.27272727272727,3,5,4.54545454545455,4,5,4,5,5,5,4.75,5,5,5,5,4,3,4,4,4.4375,2,4.27272727272727,5,3,4,4,5,4.03846153846154,5,4,4,4,4.03846153846154,4,4,5,3.8,3.8,4.27272727272727,4,5,3.8,5,4.22222222222222,4,5,4,4,4.03846153846154,4,5,4,3.8,4,5,5,4,4,4,5,4.03846153846154,4,4.22222222222222,5
"899",4,3,5,5,4,5,5,2,4,3,3,4,1,3,2,4,4,2,4,3,3,2,5,3,4,2,2,5,5,4.11764705882353,4,5,4,4,4,5,3,5,2,5,4,3,4,5,4.30769230769231,5,5,2,4,5,3,3.5,3,5,3,2,5,5,2,4,2,5,5,5,3,3,5,5,5,5,5,5,5,2,5,3,3,4,3,5,5,3,4,5,5,4,3,3,5,5,5,2,2,3,2,1,4,4,4
"900",5,3,4,4,4,5,4,4,4,4,3,3,4,3,4,4,5,4,5,4,4,5,4,4,5,3,4,4,5,5,5,5,4,4,4,4,3,5,5,5,5,3,3,5,4,4,5,3,4,4,4,4,4,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,5,4,4,3,3,3,4,2,4
"901",5,5,3,4,3,5,5,5,4,3,4,5,3,4,3,4,4.41666666666667,4,4.41666666666667,5,3.625,4.41666666666667,4,4,4.41666666666667,5,5,5,5,3,5,5,4.25,4,3,2,4.25,4.25,3.625,5,3,3,4.13333333333333,5,5,5,5,5,3.625,5,5,5,3,3,2,3,4.25,5,5,4,3,5,5,4.66666666666667,4.25,3.75,4,5,4,5,4.66666666666667,3.75,3.75,3,5,3.625,3.75,4.25,4.25,4,3,5,5,4,4.13333333333333,4,2,3.75,4.41666666666667,4,5,4.25,5,4.41666666666667,5,5,4,4.25,4.13333333333333
"902",4,4,4,4,3,3,3,4,3,4,3,5,5,4,4,4,4,3,4,3,4,5,5,1,3,3,3,4,5,4,5,5,3,4,4,4,1,5,4,4,1,4,3,2,4,4,5,3,3,4,4,4,4,4,2,3,4,5,3,2,3,5,4,5,3,3,4,3,4,3,5,2,1,3,2,3,3,4,3,4,3,3.4375,4,4,4,3,5,3,3,4,4,3,3.4375,2,4,4,4,4,4
"903",4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,3,4,4,5,3,2,4,3,3,4,4,3,4,4,5,4,3,3,3.5,5,4,4,3,4,5,5,3,5,4,3.92857142857143,5,5,4,3,3,4,4,3,3,5,3,4,4,4,5,4,3,3,3,5,5,4,5,3,3.5,3,4,3,3,3,3,4,4,3,3,4,4,4,3,5,4,3,3,3,4.29411764705882,3.92857142857143,3,3,4,3,5
"904",5,5,4,4,5,3,5,5,5,4,4,5,5,5,5,3,3,4,4,4,4,2,5,3,4,2,4,5,5,5,3,4,3,4,5,4,1,4,5,3,5,3,4,4,4,4,5,2,4,5,5,4,5,4,4,3,3,4,5,5,5,5,5,4,3,3,4,5,4,4,5,5,2,4,3,4,4,4,3,3,3,4,3,4,5,5,4,5,4,4,4,4,1,4.03448275862069,4,4,4,3.4,5
"905",4,5,4,4,4,5,5,3,3,4,4,5,4,4,4,4.03846153846154,4,3,4,4,4,4,5,4.09090909090909,4,5,2,5,3.875,5,4.03846153846154,3.875,3,5,4,3.875,4,3,4,4,5,4,4,4,3.875,5,4,5,4,5,5,5,3,4,4,4,4,5,4,3,4,3.875,5,4,2,4,4,4,4,5,5,5,4.42857142857143,3.875,4,4,4.42857142857143,5,2,4,4,4.26666666666667,4.03846153846154,4,4,4,3,5,3,4,4,3.375,4.26666666666667,5,3,4.03846153846154,3.375,3.375,4.26666666666667
"906",4,3,1,4,5,5,5,2,4,5,2,3,5,3,3,5,4,5,4,4.11111111111111,3.75,4,4.5,3.75,2,5,2,4,4,3,4,4,3,3,4,3.83333333333333,4,3.83333333333333,4,4,3.75,4,4.11111111111111,4,3.83333333333333,4,3.60869565217391,5,3,5,3.60869565217391,5,3.8,3.60869565217391,4.11111111111111,3,3.83333333333333,4.11111111111111,3.83333333333333,4,3.8,4,4,4.5,3,3,3.83333333333333,3.60869565217391,4,4.5,5,3.8,5,3.83333333333333,3,2,3,3,2,3,4.11111111111111,4.11111111111111,3.60869565217391,1,4,4.11111111111111,5,3.8,3.60869565217391,3.75,3.83333333333333,3,4.11111111111111,5,3,3.60869565217391,3,3,4.11111111111111
"907",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4.11111111111111,5,3,4,2,5,4,3,5,4,5,5,4,5,5,5,4,5,4,4.66666666666667,5,5,4.66666666666667,4.41176470588235,5,5,5,5,4,3,5,5,5,4,5,5,4.375,3,4.11111111111111,4,4,5,5,4,5,4,2,5,5,5,5,5,4,4,4,4,1,5,5,3,3,3,5
"908",5,5,4,2,5,5,5,3,4,3,4,4,4,4,3,3.88,4,3,4,2,4,5,5,4.27272727272727,5,2,3,5,3,3,3,4,5,5,4,4.15384615384615,2,5,5,5,5,4.06666666666667,5,4,5,5,5,3.88,4,4.06666666666667,2,4,4,4,4,4,4,4,5,5,5,3,4,5,5,4.5,4,4,5,5,5,5,4,5,4,4,5,5,3.85714285714286,4,4,1,3.88,4,4,5,3,4,4,5,5,3,4.06666666666667,3.88,3.85714285714286,3.88,3.85714285714286,3.85714285714286,5
"909",5,4,4,4,4,5,3,5,5,4,3,5,5,3,4,4,4,4,3,2,3,5,5,3.90909090909091,5,1,1,5,5,4,3,4,2,2,4,3,3.22222222222222,4,4,4,4,3.46666666666667,4,5,4,5,5,2,5,3.46666666666667,4,3.83333333333333,4,4,3,2,4,5,4,2,5,4,3,5,3,3,4,4,5,5,5,4,3.83333333333333,4,5,4,5,2,3,3,4,2,2,4,2,3,3,3.83333333333333,3,3,4,3.22222222222222,3.46666666666667,2,5,4,3,2,5
"910",4,4,4,2,4,4,5,4,4,4,4,4,4,3,3,4,3,5,4,2,5,3.90909090909091,4,3,4,4,3,3.90909090909091,2.85714285714286,5,3.90909090909091,2.85714285714286,3.71428571428571,3.85714285714286,4,2.85714285714286,3.71428571428571,2,4,2.85714285714286,4,5,5,4,2,5,3.90909090909091,3,3.90909090909091,4,3.90909090909091,5,3,4,4,4,3,3.92857142857143,4,3.92857142857143,4,2.85714285714286,5,4,4,4,3,5,4,4,4,5,2,2.85714285714286,3.71428571428571,4,3.85714285714286,4,4,5,3.92857142857143,3,3.90909090909091,3.90909090909091,3.92857142857143,4,4,4,2,4,2.85714285714286,4,1,3.90909090909091,3.71428571428571,4,4,3,4
"911",4,4,3,5,4,4,4,4,4,4,4,4,3,3,4,5,3.71428571428571,3.71428571428571,5,4,5,3.71428571428571,4,3.45454545454545,3,2,3,5,5,3.66666666666667,5,5,3,5,3,4.38461538461539,4,5,2,4,3,5,4,4,4,4.25,5,3.71428571428571,4,5,3.71428571428571,4.5,4.5,3.71428571428571,2,3,4,5,4,3,5,5,3.71428571428571,5,3,4.5,5,4,4,5,3,5,4.5,3,5,4,4.5,4,4,3.66666666666667,3.66666666666667,4,1,3.71428571428571,5,3,4,3,4,2,5,4,1,3.71428571428571,5,2,4,4,2
"912",5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,5,4,5,5,3,4.89655172413793,4,5,5,5,5,5,5,3,5,5,1,4,4,5,4,4.61538461538461,5,5,4,5,5,5,4,4,5,5,2,5,5,5,5,5,5,4,4,5,4,4,5,5,5,4,5,5,5,5,4,4,4,5,5,4,5,4,4,5,5,5,4,5,5,4,4.66666666666667,5,5,3,5,4,5,3,4.66666666666667,5,5,4,4,4.1,4.66666666666667
"913",3,3,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3.5,4,3.5,4,4,4,4,4,4,4,2,4,4,4,5,4,3,3.14285714285714,3,3,3.25,4,3,4,3.33333333333333,4,4,3,3.75,4,4,4,3,4,4,3,3,3.5,4,4,3,4,4,4,3.14285714285714,4,4,4,2,3,3.75,5,4,3,4,4,3,3,3,3.33333333333333,3,4,3,4,4,4,3,3,5,3,3.5,3,4,3.33333333333333,4,3.25,4,3,4,2,3.25,4,4
"914",5,5,3,5,4,5,5,3,3,5,5,4,5,5,3,5,4.10526315789474,5,4.10526315789474,3,4,5,5,4,4,1,5,5,5,5,4,5,4,4,4,3,3.5,5,4,5,4,4.375,4.375,3,4.54545454545455,5,4.10526315789474,4.10526315789474,4,5,4.10526315789474,4,4,4.10526315789474,4.375,4,4.54545454545455,5,4,4.375,4,5,4,5,3,4,4.54545454545455,4.10526315789474,3,5,5,4,4,4,3.5,3,4,3.5,3.5,4.375,4,4.375,4.10526315789474,3,4.375,4.375,4.10526315789474,4,4.10526315789474,4,5,3.5,4.375,4.10526315789474,4,4,3.5,3.5,4.375
"915",4,4,4,5,3,4,4,4,4,2,3,4,4,3,3,4,4,4,4,4,2,3,5,3,4,5,3,5,5,3,5,5,3,3,2,3,3,3,4,5,4,3,3,3,3,4,5,5,2,3,4,3,3,3,3.46666666666667,3,4,5,4,3,3.125,5,4.03571428571429,4,2,3,4,4,4,3,5,5,3,3,4,2,3,4,3,3,2,3.46666666666667,3,4,4,4,4.03571428571429,2,4,3,5,3,3,5,4,4,3,4,3.46666666666667
"916",3,2,2,5,4,4,3,3,3,3,2,5,3,3,4,4,4,4,4,5,2,3.46153846153846,5,3,3,5,3,5,4,3,3,5,4,3,2.9,4,3.5,3,3,5,3,4,3.66666666666667,3,4,4,5,3,2,4,2,3.28571428571429,2,3.46153846153846,2,3,4,4,4,5,3,3,3.46153846153846,5,1,3.28571428571429,4,4,2,4,5,5,5,2,4,2.9,3,3,3,4,3,5,5,3,4,3,3,2,4,3,5,3,3.66666666666667,3.46153846153846,5,3,3,5,3.66666666666667
"917",5,5,4,5,5,5,5,4,5,3,4,5,3,4,4,4,3,4,4,3,5,3,4,1,4,3,4,5,5,5,5,5,4,4,4,5,1,4,4,5,4,4.5,5,4,3,4,4,3,5,5,4.11111111111111,5,3,4.11111111111111,4,4,5,5,5,5,5,5,4,5,4,4,5,5,4,4,4,5,4.125,3,4,3,3,3,4,4,4.5,4.5,4.11111111111111,4,4.5,4,4,4,4,4,5,4,4.5,4,4,5,4,5,4.5
"918",5,4,5,4,4,5,5,3,5,3,4,5,5,4,4,4,4,4.25,4.25,4,3,4.25,4,3.81818181818182,3,3,4,5,4,5,5,4,4,3.75,3,4.09090909090909,4.42857142857143,5,5,4,5,2,2,3,5,5,4,4.25,4,5,4.25,3.75,3.75,5,4.33333333333333,3,4.09090909090909,5,4,4,4,4.09090909090909,4.25,3,5,3.75,4,5,4,5,5,4,3.75,4,4,3,3,5,4.42857142857143,5,5,4.33333333333333,3,4.25,5,4,4,4,4.25,5,4,5,4.33333333333333,4.25,4,4.25,4.42857142857143,4.42857142857143,5
"919",3,5,2,5,4,4,5,4,4,4,4,3,4,4,5,4,3,5,3,3,4,5,5,2,2,4,4,5,5,5,5,5,4.1,4,2,4.54545454545455,3,4,5,3,4,3,3,3,5,5,4,5,3.63636363636364,5,2,5,4,2,4.3125,5,5,5,4,3,3.75,5,4,5,5,3,4,4,5,5,5,5,3,4.54545454545455,5,3,3,4,4,4,5,5,4,4,5,4,4,3,3.79310344827586,5,4.54545454545455,5,4.3125,5,4,3,4,2,5
"920",5,5,5,5,3,5,5,4,4,3,5,5,5,3,4,4,4,4.27272727272727,5,2,3,3,4.5,1,4.27272727272727,4,3,5,5,5,5,4.3,3,3,3,4,3.6,4,2.77777777777778,4,2.77777777777778,4.4,5,4,4.3,5,4.27272727272727,4.27272727272727,3,5,5,4,4,4.27272727272727,4,4,4.3,4.4,4.3,4.4,4,5,4,4.5,4,3.57142857142857,5,4,4,4.5,4,3.57142857142857,3,3,3.6,2,3,4,3,4.4,4,4.4,4.27272727272727,3,4.4,5,4,4,4.27272727272727,2.77777777777778,4,3.6,4.4,4.27272727272727,3.6,3,3.6,3.6,4.4
"921",4,5,5,5,4,5,5,4,5,3,3,5,5,3,4.66666666666667,4.59090909090909,5,4.59090909090909,5,4.85714285714286,3.25,4,5,2,5,5,5,4.59090909090909,5,5,4,4.14285714285714,4,3,3,4.14285714285714,4.66666666666667,4,3.25,3,3.25,4.85714285714286,4.85714285714286,5,4.14285714285714,5,5,5,3,5,5,3,4,4.59090909090909,5,4,4.14285714285714,5,4.14285714285714,4.85714285714286,3,4.14285714285714,4,5,5,3.14285714285714,5,4,4.85714285714286,5,5,3.14285714285714,3,3,4.66666666666667,3,3,5,4.66666666666667,4.85714285714286,4,4.85714285714286,4.59090909090909,4,4.85714285714286,4.85714285714286,4.59090909090909,3,4.59090909090909,3.25,4.14285714285714,4.66666666666667,4.85714285714286,4.59090909090909,4.66666666666667,5,4.66666666666667,4.66666666666667,4.85714285714286
"922",3,4,2,3,2,5,5,3,1,2,3,3,4,2,3,4,3,2,2,3,3,3,3,2,4,5,3,5,4,4,3,5,3,3,1,3,2,3,3,4,2,4,3,2,4,3,5,4,3,5,4,3,3,4,3,1,3,5,2,3,3,4,3,3,2,3,3,5,3,3,3,4,1,2,3,1,3,4,3,4,4,3,3,1,4,4,3,4,3,2,5,2,2,3,5,2,3,2,3
"923",4,3,4,3,2,3,5,3,4,3,2,4,4,3,4,3,3,3,3,2,2.90909090909091,4,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,4,3,3,4,3,3,2,3,4,4,2,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,2,3,3,5,3.3125,4,3,4,1,3,3,2,3,3,3,3,3,3,3,4,3,4,3,4,3,3,5,3,3,3,3,3,3,2,3.3125
"924",3,4,3,5,3,5,4,3,4,4,5,5,4,5,4,5,2,4,5,4,4,3,2,5,3.89285714285714,5,4,5,5,4,5,5,4,2,4,3,4,4,4,4,4,3,2,3,5,5,4,5,4,1,4,3,2,3,3,4,4,5,4,4,4,5,3.89285714285714,4,3.5,2,5,5,4,5,1,4,4,3,5,4,3,1,4,4,1,5,2,4,5,3,3,1,4,2,5,2,2,2,5,4,4,2,5
"925",5,5,2,5,3,5,5,3,4,3,4,4,5,3,3,4,4,4,4,4.125,2.9,4,5,2,3.83333333333333,3.83333333333333,3,3.83333333333333,5,4,4,5,3,3,3,5,2,5,2.9,4.33333333333333,3,3,3,3,4,5,3.83333333333333,3,2,4,5,3,3,4,4,4,4,5,4,4,3.66666666666667,5,3,5,3.33333333333333,4,4,5,3,4.75,4,3.66666666666667,3.66666666666667,2,3.33333333333333,4,5,4,3.33333333333333,5,3,4,3.83333333333333,3,4.125,4,4,4,3.83333333333333,3,4.33333333333333,4,5,3,4,3,3.33333333333333,3.33333333333333,5
"926",5,5,3,5,4,5,4,5,4,5,4,5,5,4,3,4,4,5,4.33333333333333,5,4,4,3,4.27272727272727,5,5,4,5,4.44444444444444,4,4,5,3.83333333333333,4,5,4,3,5,4,5,5,5,5,3,4.44444444444444,3,5,4.33333333333333,4,4.5,4,3,5,4,4,3,4.44444444444444,5,4.44444444444444,4,4,5,5,3,3.83333333333333,5,4.44444444444444,4.33333333333333,4,3,3,4.375,5,3,5,4,5,3.83333333333333,4,5,4,5,4.33333333333333,3,5,5,4,4,4.33333333333333,5,5,3,3,4.33333333333333,3.83333333333333,3,5,3.83333333333333,4.5
"927",4,3,4,5,4,3,5,4,3,4,4,3,5,3,4,4,5,3,4,3,3,2,4,3.81818181818182,4,3,4,5,4,4,4,4,4,4,5,4,2,4,4,5,4,4,4,3,4,4,5,1,4,5,4,4,4,5,3,3,3,5,4,4,4,5,5,3.75,3,4,2,4,5,3,4,5,1,4,4,4,4,4,3,3,4,4,2,3,4,4,4,4,2,4,5,3,4,3,3.44444444444444,4,4,3.44444444444444,5
"928",4,4,4,4,4,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3.45454545454545,4,4,5,3,3,3.48148148148148,3.48148148148148,3,4,4,4,4,3,3,4,4,2,4,3,4,5,3,3.45454545454545,4,3,4,4,4,3,3,4,3,3,4,3,3,5,3,3.84615384615385,3.45454545454545,3,4,3,4,2,3,4,5,4,4,4,4,2,3,3,3,3,3,4,3.45454545454545,3,3.45454545454545,3.48148148148148,3,3.45454545454545,4,4,3,3,3,4,3,3.45454545454545,3,4,2,3,4,4
"929",5,5,4,5,5,5,5,3,4,4,5,5,4,3,4,4,4,4.16,5,4.5,4,4,4,3,5,1,3,5,5,5,5,5,4,3.71428571428571,5,4,3.5,5,4,5,4.18181818181818,4,5,5,4,5,4,4.16,4,5,5,5,1,4,4,4,4,5,4,5,4,5,5,3,4,4,2,5,4.5,5,5,4,3.71428571428571,4,3.5,5,4,2,3.5,5,4,4,4.16,2,5,5,4,4,4,4,5,3.5,2,4.16,3.5,4.16,3.5,3.5,4
"930",4,4,3,4,3,5,3,3,1,3,3,4,4,3,4,3,3,3,3,1,3,4,4,2,3,5,3,5,3.7,3,5,3.7,3.25,3,3,3,3.25,4,4,4,3,5,4,3.1,3,5,5,4,2,4,4,3,1,4,3,3,4,5,4,3,3,3.7,3,5,3,4,4,4,4,4,4,4,3,3.7,3.25,3.1,3,3,1,4,3,3,3,4,3,4,4,3,4,5,4,4,3,4,3,3,5,3,4
"931",4,4,2,4,4,4,4,3,3,3,3,2,4,3,2,4,4,1,3,4,3.16666666666667,3,4.66666666666667,4,3,4,2,3.24,3,3.84615384615385,5,2,2,3,3.16666666666667,3.4,3,2,3.16666666666667,5,3,4,3,2,4,5,5,3.24,3.16666666666667,4,4,3,2,2,3.84615384615385,3,3.4,4,3.4,3,4,3,3.24,5,3,4,3,4,4,4.66666666666667,4,4,4,3.4,3,3.16666666666667,1,4,3,3.84615384615385,3.84615384615385,3,5,2,5,4,3,2,2,3.16666666666667,5,2,4,3.24,3,3.24,4,4,3.84615384615385
"932",5,3,4,5,4,5,3,3,4,4,3,5,5,5,4,5,5,5,4,4,4,5,5,3.81818181818182,5,5,4,5,3,3,4,3,4,3,3,4,3,5,4,4,5,3,4.3125,4,4,5,5,4,3,5,4,5,4,5,4.3125,4.30769230769231,5,5,5,4,5,4,5,5,5,5,5,4,5,4,5,4,4,4,5,3,3,5,3,5,4,4,5,4,5,4,4.37931034482759,3,4,3,5,4,5,4,5,4,5,3,5
"933",4,5,4,5,4,4,4,5,3,3,4,4,4,3,2,4,4,4,5,3.875,2,4,3,3.18181818181818,3,3.75,3,4,5,4,5,5,2.5,5,4,4,2.5,4,1,5,4,4,3,4,4,3.5,5,2,3,5,5,2,3,3,4,2,4,5,4,5,4,5,3,4,3,4,4,5,3,3,4,4,2,4,2.5,3,4,4,2.5,3,3,2,3.75,2,4,5,3,4,4,4,4.23076923076923,1,3.875,1,2.5,3,4,1,4
"934",5,4,4,2,4,5,5,3,4,5,5,4,4,5,4,5,4,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,3,4,3,4.61538461538461,4.22222222222222,5,5,5,4,4.64285714285714,4,3,5,5,5,5,3,4,4,5,4,4,5,5,5,5,4,4,4,5,4.3448275862069,5,5,4,5,5,4,5,5,5,4.25,4,4,4,3,4,5,4.64285714285714,5,4,4,3,5,5,4,5,4,4,5,4,4.64285714285714,5,5,3,4,4.22222222222222,4.64285714285714
"935",5,4,3,5,4,5,5,3,4,4,3,4,3,3,2.71428571428571,4,4,4,5,4,2,4,5,1,4,3,3,5,4,4,4,5,3,3,3,2,2,3,2.90909090909091,5,3,4,5,3,4,5,4,4,2,4,4,3,3,4,4,4,3,4,4,4,4,4,3,5,2.71428571428571,4,4,5,4,5,4,4,2,4,4,3,3,3,2.71428571428571,4,3,4,3,4,4,4,4,3,2,4,5,1,3,3,3,3,3,2.71428571428571,4
"936",1,1,5,5,5,3,3,2,5,4,5,5,4,5,5,2,4,5,4.03703703703704,5,5,3,4,1,5,5,5,5,1,4.30769230769231,3,1,5,3,4,3,1,3,4,5,4,5,5,5,5,5,5,4,5,4,4.03703703703704,4,1,5,4.30769230769231,1,4,2,3,5,1,2.84615384615385,5,4,5,5,3,1,5,5,5,4,3,1,5,3,3,2,5,4.30769230769231,5,4,5,5,5,4.30769230769231,4.03703703703704,3,4,3,2,5,4.30769230769231,5,5,5,5,5,5
"937",5,4,3,4,5,4,3,2,3,4,3,4,3,4,2,4,5,4,3,5,4,3.46428571428571,4,3,4,3.46428571428571,1,5,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,4,1,3,4,4,3,2,5,4,3,4,4,4,5,5,4,4,4,2,5,4,5,5,4,5,5,5,2,4,3.81818181818182,2,4,2,5,4,4,3,3,5,4,4,3,4,4,5,1,4,1,4,2,4,3,3
"938",5,5,4,5,4,4,5,4,5,4,4,5,4,4,4,4,4,4,5,4.09090909090909,4,4,5,4.09090909090909,4,4.33333333333333,4,5,5,4.09090909090909,5,5,3,4,4,4.38461538461539,3.57142857142857,4,4,5,4,4.09090909090909,4,4,3,5,5,4.33333333333333,5,4,4.33333333333333,4,4,4,5,4,4,4,5,4,4,5,4,5,4,4,3,4.33333333333333,4.09090909090909,5,5,4,4,4,3,4,4,3,3.57142857142857,4,3,4.09090909090909,4.33333333333333,3,4,4,4,4,5,4,5,3,4.09090909090909,4.33333333333333,5,4,3.57142857142857,3.57142857142857,4.09090909090909
